image_name,image_path,website,source,page,text,category,severity,cleaned_text
hotel_19.png,data\raw\agoda\hotel_19.png,agoda,Real,,"Crivago Destination x Check-in/out Guests and rooms | Map area 7 May - 21 May 2 Guests, 1 Room @) = Filters (1) Sortby v Price Vv Location V Hot deals Hotels Rating: 8.0+ Near city centre Breakfast included Free cancellation X > We found 296 hotels from 180 sites How payments to us affect ranking @) %6,578 Irip.com Hotel Residency Andheri *** Expedia @©D very good (5,425 ratings) V Free cancellation before 6 May 36,233 <,860 Q 5.2 km to City centre 387,260 total w Deal > *~ Rendezvous restaurant with diverse cuisine, Dedicated fitness center %6,003 Agoda v Treebo Trend Kings Inn Vashi *** Treebo Hotels . Book direct with hotel ® Good (160 ratings) % Ook arece wit nore! v Free cancellation Y Breakfast included 9 13.4 km to City centre *: Essential laundry service, Convenient %2,270 Pe Sd _l Location data from OpenStreetMaps EB MapData 20kmL—____1_ Terms_ Report a map error Google’",,,crivago destination check in out guests and rooms map area 7 may 21 may 2 guests 1 room filters 1 sortby price location hot deals hotels rating 8 0 near city centre breakfast included free cancellation we found 296 hotels from 180 sites how payments to us affect ranking 6 578 irip com hotel residency andheri expedia very good 5 425 ratings free cancellation before 6 may 36 233 860 5 2 km to city centre 387 260 total deal rendezvous restaurant with diverse cuisine dedicated fitness center 6 003 agoda treebo trend kings inn vashi treebo hotels book direct with hotel good 160 ratings ook arece wit nore free cancellation breakfast included 9 13 4 km to city centre essential laundry service convenient 2 270 pe sd location data from openstreetmaps eb 20kml 1 terms report map error google
hotel_2.png,data\raw\agoda\hotel_2.png,agoda,Real,,"XS FF Very good (ills) Looking for something special? 485 Great for Groups #4 Great for Families & Workation Friendly Pets Allowed Near popular attractions oO Colaba Causeway (65) oO Gateway of India (55) oO Nariman Point (41) oO Mani Bhavan Gandhi Museum (33) oO Chhatrapati Shivaji Terminus (31) oO Juhu Beach (25) (J sri Sri Radha Gopinath Temple (17) @ Vasai, Mumbai - 35.0 km to center Sahara Star Hotel ***** @ Vile Parle, Mumbai - 1.2 km to center 1.1 km from Vile Parle Railway Station + 2.9 km from Juhu Beach Booked 55 times today @ Agoda Preferred Sold out on your dates! 8.0 Excellent 4,826 reviews 8.8 Location score @ MEGA SALE Per night after taxes and fees 38,992 -68% Rs. 12,567 + FREE CANCELLATION",,,xs ff very good ills looking for something special 485 great for groups 4 great for families workation friendly pets allowed near popular attractions colaba causeway 65 gateway of india 55 nariman point 41 mani bhavan gandhi museum 33 chhatrapati shivaji terminus 31 juhu beach 25 sri sri radha gopinath temple 17 vasai mumbai 35 0 km to center sahara star hotel vile parle mumbai 1 2 km to center 1 1 km from vile parle railway station 2 9 km from juhu beach booked 55 times today agoda preferred sold out on your dates 8 0 excellent 4 826 reviews 8 8 location score mega sale per night after taxes and fees 38 992 68 rs 12 567 free cancellation
hotel_20.png,data\raw\agoda\hotel_20.png,agoda,Real,,"@) = Filters (1) Sortby v Price Vv Location V Hot deals Hotels Rating: 8.0+ Near city centre Breakfast included Free cancellation X > Crivago Destination x Check-in/out Guests and rooms Map area 7 May - 21 May 2 Guests, 1 Room How payments to us affect ranking @) We found 296 hotels from 180 sites €B Excellent (8,808 ratings) v Free cancellation before 5 May 27,237 9,208 Q 3.8 km to City centre 31,01,316 total w Deal > *~ Multi-cuisine restaurant, Cinnamon, India's first SMART hotel %5,240 Agoda 7,003 Booking.com Preferred Hotels 2 Resort % Book direct with hotel © very good (8,181 ratings) Vv Free cancellation before 5 May v Breakfast included ) yy 9 Navi Mumbai, 13.8 km to Mumbai N | 4 ‘ SX Location data from OpenStreetMaps % Direct to Aksa Beach, Outd 39,561a € AG! Irece access 10 ssa Beach, OUICOOr ' w Deal > Cogs €B MapData 20kmL.__4 Terms Report amap error pool with poolside bar 31,33,850 total",,,filters 1 sortby price location hot deals hotels rating 8 0 near city centre breakfast included free cancellation crivago destination check in out guests and rooms map area 7 may 21 may 2 guests 1 room how payments to us affect ranking we found 296 hotels from 180 sites excellent 8 808 ratings free cancellation before 5 may 27 237 9 208 3 8 km to city centre 31 01 316 total deal multi cuisine restaurant cinnamon india first smart hotel 5 240 agoda 7 003 booking com preferred hotels 2 resort book direct with hotel very good 8 181 ratings free cancellation before 5 may breakfast included 9 navi mumbai 13 8 km to mumbai 4 location data from openstreetmaps direct to aksa beach outd 39 561a ag irece access 10 ssa beach ouicoor deal cogs 20kml 4 terms report amap error pool with poolside bar 31 33 850 total
hotel_21.png,data\raw\agoda\hotel_21.png,agoda,Real,,"/ Destination Check-in/out Crivago x Guests and rooms Map area 7 May - 21 May 2 Guests, 1 Room @) Free cancellation * > = Filters (1) Sortby v Price Vv Location V Hot deals Hotels Rating: 8.0+ Near city centre Breakfast included We found 296 hotels from 180 sites How payments to us affect ranking @) Hotel Suba International **** Expedia © Excellent (8,808 ratings) v Free cancellation before 5 May 9 3.8km to City centre 27,237 29,208 %1,01,316 total ww Deal > *~ Multi-cuisine restaurant, Cinnamon, India's first SMART hotel %5,240 Agoda 7,003 Booking.com The Resort ***** Loyalty deal. Preferred Hotels & Book direct with hotel © very good (8,181 ratings) Vv Free cancellation before 5 May v Breakfast included 9 Navi Mumbai, 13.8 km to Mumbai ] ~ Location data from OpenStreetMaps E I Google EB MapData 20kmL—____1_ Terms_ Report a map error _ =a eran",,,destination check in out crivago guests and rooms map area 7 may 21 may 2 guests 1 room free cancellation filters 1 sortby price location hot deals hotels rating 8 0 near city centre breakfast included we found 296 hotels from 180 sites how payments to us affect ranking hotel suba international expedia excellent 8 808 ratings free cancellation before 5 may 9 3 8km to city centre 27 237 29 208 1 01 316 total deal multi cuisine restaurant cinnamon india first smart hotel 5 240 agoda 7 003 booking com the resort loyalty deal preferred hotels book direct with hotel very good 8 181 ratings free cancellation before 5 may breakfast included 9 navi mumbai 13 8 km to mumbai location data from openstreetmaps google eb 20kml 1 terms report map error eran
hotel_22.png,data\raw\agoda\hotel_22.png,agoda,Real,,"Where to: vates” traveners: eee, ~ De Q Mumbai, Maharashtra, India | 8 Thu 7 May - Thu 21 May © 2travellers, 1 room Member Prices 200+ properties rovcwroncrervois (sin QE Continue with your booking > Feedback Guest Inn Residency View in a map Mumbai 32% off Compare properties 348-495 732,907 Get a side-by-side view of for 14 nights, 1 room up to 5 properties. Fully refundable 32,351 per night includes taxes & fees 5.6 47 reviews We have 1 left at this price Search by property name Select your room > .g. Marriott _Q 2g Mario The St. Regis Mumbai Mumbai 2 Pool Filter by Extended Stay at The Best Address Book for 3 nights & enjoy exclusive savings on food 2 havarana ena traatmante lamndry carvirac and Ct",,,where to vates traveners eee de mumbai maharashtra india 8 thu 7 may thu 21 may 2travellers 1 room member prices 200 properties rovcwroncrervois sin qe continue with your booking feedback guest inn residency view in map mumbai 32 off compare properties 348 495 732 907 get side by side view of for 14 nights 1 room up to 5 properties fully refundable 32 351 per night includes taxes fees 5 6 47 reviews we have 1 left at this price search by property name select your room marriott 2g mario the st regis mumbai mumbai 2 pool filter by extended stay at the best address book for 3 nights enjoy exclusive savings on food 2 havarana ena traatmante lamndry carvirac and ct
hotel_23.png,data\raw\agoda\hotel_23.png,agoda,Real,,"Excellent 4.8 | (66 Ratings) +% 2,193 taxes & fees Per Night",,,excellent 4 8 66 ratings 2 193 taxes fees per night
hotel_24.png,data\raw\agoda\hotel_24.png,agoda,Real,,gB Inaugural Offer: Special discount of 417 applied. Valid for first 5 bookings of this property,,,inaugural offer special discount of 417 applied valid for first 5 bookings of this property
hotel_25.png,data\raw\agoda\hotel_25.png,agoda,Real,,"CITY, AREA OR PROPERTY Goa, India __| 4Star __| Breakfast Included __| 3Star Price Per Night %0-%3500 = 3500 - = 7500 = 7500 - = 11500 = 11500 - = 15000 = 15000 - ¥ 30000 = 30000+ Your Budget Min to Max (70) (212) (120) (595) (343) (120) (51) (151) (92) CHECK-IN CHECK-OUT GUESTS Fri, 1 May 2026 Sat, 2 May 2026 2 Adults (80 Photos & Videos > ) (29 Photos & Videos > ) | Entire 3-Bedroom Serviced Apartment Couple Friendly v Book with 0 Payment v Free Cancellation till 24 hrs before check in +, Stunning beach access, spacious apartments, delightful homemade breakfast offered. ElsponsoreD Wc STARHOST Etereo Stays Luxury Apartments in Baga RL Likea4e ? Arpora | 2.6 km drive to Baga Beach | Entire 1-Bedroom Serviced Apartment Couple Friendly v Book with 0 Payment v Free Cancellation @) SEARC! Limited Time Offer =46;860 7,511 +2% 2,193 taxes & fees Per Night Excellent (44 Ratings) Limited Time Offer 25399 -9. 7Q2 Ask me anything! i A",,,city area or property goa india 4star breakfast included 3star price per night 0 3500 3500 7500 7500 11500 11500 15000 15000 30000 30000 your budget min to max 70 212 120 595 343 120 51 151 92 check in check out guests fri 1 may 2026 sat 2 may 2026 2 adults 80 photos videos 29 photos videos entire 3 bedroom serviced apartment couple friendly book with 0 payment free cancellation till 24 hrs before check in stunning beach access spacious apartments delightful homemade breakfast offered elsponsored wc starhost etereo stays luxury apartments in baga rl likea4e arpora 2 6 km drive to baga beach entire 1 bedroom serviced apartment couple friendly book with 0 payment free cancellation searc limited time offer 46 860 7 511 2 2 193 taxes fees per night excellent 44 ratings limited time offer 25399 9 7q2 ask me anything
hotel_26.png,data\raw\agoda\hotel_26.png,agoda,Real,,Limited Time Sale,,,limited time sale
hotel_27.png,data\raw\agoda\hotel_27.png,agoda,Real,,oe Explore the benefits before making your final decision! Secure your trip and travel worry-free,,,explore the benefits before making your final decision secure your trip and travel worry free
hotel_28.png,data\raw\agoda\hotel_28.png,agoda,Real,,ACT FAST! SINGLE UNITThis stay usually gets booked weeks in advance. Book now before it’s gone.,,,act fast single unitthis stay usually gets booked weeks in advance book now before it gone
hotel_29.png,data\raw\agoda\hotel_29.png,agoda,Real,,"Early Bird Deal a4 H44 £9,666",,,early bird deal a4 h44 9 666
hotel_3.png,data\raw\agoda\hotel_3.png,agoda,Real,,"Looking for something special? Great for Groups #4 Great for Families & Workation Friendly Sahara Star Hotel ***** @ Vile Parle, Mumbai - 1.2 km to center 1.1 km from Vile Parle Railway Station + 2.9 km from Juhu Beach Pets Allowed Near popular attractions Booked 55 times today oO Colaba Causeway (65) ® Agoda Preferred oO Gateway of India (55) oO Nariman Point (41) oO Mani Bhavan Gandhi Museum (33) [] Chhatrapati Shivaji Terminus (31) Aralia A Business Hotel Andheri MIDC x** @ Andheri East, Mumbai - 0.1 km to center 1.2 km from Chakala - J.B. Nagar Booked 23 times today @ Agoda Preferred oO Juhu Beach (25) (J sri Sri Radha Gopinath Temple (17) oO Marine Drive (16) Sold out on your dates! 8.0 Excellent 4,826 reviews 8.8 Location score @ MEGA SALE Per night after taxes and fees 38,992 -68% Rs. 12,567 + FREE CANCELLATION 7.9 Very good 1,579 reviews ‘Be Rs. 1,376 applied Per night after taxes and fees »",,,looking for something special great for groups 4 great for families workation friendly sahara star hotel vile parle mumbai 1 2 km to center 1 1 km from vile parle railway station 2 9 km from juhu beach pets allowed near popular attractions booked 55 times today colaba causeway 65 agoda preferred gateway of india 55 nariman point 41 mani bhavan gandhi museum 33 chhatrapati shivaji terminus 31 aralia business hotel andheri midc andheri east mumbai 0 1 km to center 1 2 km from chakala nagar booked 23 times today agoda preferred juhu beach 25 sri sri radha gopinath temple 17 marine drive 16 sold out on your dates 8 0 excellent 4 826 reviews 8 8 location score mega sale per night after taxes and fees 38 992 68 rs 12 567 free cancellation 7 9 very good 1 579 reviews be rs 1 376 applied per night after taxes and fees
hotel_30.png,data\raw\agoda\hotel_30.png,agoda,Real,,"Early Bird Deal 46675 € 10,995",,,early bird deal 46675 10 995
hotel_31.png,data\raw\agoda\hotel_31.png,agoda,Real,,B Inaugural Offer: Special discount of 279 applied. Valid for first 5 bookings of this property,,,inaugural offer special discount of 279 applied valid for first 5 bookings of this property
hotel_32.png,data\raw\agoda\hotel_32.png,agoda,Real,,"CITY, AREA OR PROPERTY Goa, India EXPLORE ON MAP Q is) Applied Filters CLEAR | Early Bird Deals | Suggested For You Early Bird Deals (J 5 Star (14) (J 4star (28) ia Breakfast Included (60) (| 3Star (18) CHECK-IN Fri, 1 May 2026 CHECK-OUT GUESTS Sat, 2 May 2026 2 Adults (S) Villa 5 3BHK Villa With Private Pool Nerul | 2.9 km drive to Candolim Beach | Entire 3-Bedroom Villa SEARCH Limited Time Offer v Free Cancellation z 4,621 Book with 20 Payment +2656 taxes & fees Per Night (13 Photos & Videos > ) New to MakeMyTrip (65 Photos & Videos > ) StayVista at Mai Ludvina Assagao | 5.8 km drive to Vagator Beach | Entire 3-Bedroom Villa Couple Friendly v Book with 0 Payment v Free Cancellation Early Bird Deal 328485 FON 965 Ask me anything! i",,,city area or property goa india explore on map is applied filters clear early bird deals suggested for you early bird deals 5 star 14 4star 28 ia breakfast included 60 3star 18 check in fri 1 may 2026 check out guests sat 2 may 2026 2 adults villa 5 3bhk villa with private pool nerul 2 9 km drive to candolim beach entire 3 bedroom villa search limited time offer free cancellation 4 621 book with 20 payment 2656 taxes fees per night 13 photos videos new to makemytrip 65 photos videos stayvista at mai ludvina assagao 5 8 km drive to vagator beach entire 3 bedroom villa couple friendly book with 0 payment free cancellation early bird deal 328485 fon 965 ask me anything
hotel_33.png,data\raw\agoda\hotel_33.png,agoda,Real,,gB Inaugural Offer: Special discount of 3000 applied. Valid for first 10 bookings of this property,,,inaugural offer special discount of 3000 applied valid for first 10 bookings of this property
hotel_34.png,data\raw\agoda\hotel_34.png,agoda,Real,,Limited Time Sale Special discount available on this property. Book by 21st April to save BIG!,,,limited time sale special discount available on this property book by 21st april to save big
hotel_35.png,data\raw\agoda\hotel_35.png,agoda,Real,,Congratulations! Exclusive Discount of INR 5643 Applied on your first booking SELECT TO AVAIL,,,congratulations exclusive discount of inr 5643 applied on your first booking select to avail
hotel_36.png,data\raw\agoda\hotel_36.png,agoda,Real,,Q@ Free cancellation till 1 hr of departure,,,free cancellation till 1 hr of departure
