image_name,image_path,website,source,page,text,category,severity
hotel_19.png,data\raw\agoda\hotel_19.png,agoda,Real,,"Crivago Destination x Check-in/out Guests and rooms | Map area 7 May - 21 May 2 Guests, 1 Room @) = Filters (1) Sortby v Price Vv Location V Hot deals Hotels Rating: 8.0+ Near city centre Breakfast included Free cancellation X > We found 296 hotels from 180 sites How payments to us affect ranking @) %6,578 Irip.com Hotel Residency Andheri *** Expedia @©D very good (5,425 ratings) V Free cancellation before 6 May 36,233 <,860 Q 5.2 km to City centre 387,260 total w Deal > *~ Rendezvous restaurant with diverse cuisine, Dedicated fitness center %6,003 Agoda v Treebo Trend Kings Inn Vashi *** Treebo Hotels . Book direct with hotel ® Good (160 ratings) % Ook arece wit nore! v Free cancellation Y Breakfast included 9 13.4 km to City centre *: Essential laundry service, Convenient %2,270 Pe Sd _l Location data from OpenStreetMaps EB MapData 20kmL—____1_ Terms_ Report a map error Google’",,
hotel_2.png,data\raw\agoda\hotel_2.png,agoda,Real,,"XS FF Very good (ills) Looking for something special? 485 Great for Groups #4 Great for Families & Workation Friendly Pets Allowed Near popular attractions oO Colaba Causeway (65) oO Gateway of India (55) oO Nariman Point (41) oO Mani Bhavan Gandhi Museum (33) oO Chhatrapati Shivaji Terminus (31) oO Juhu Beach (25) (J sri Sri Radha Gopinath Temple (17) @ Vasai, Mumbai - 35.0 km to center Sahara Star Hotel ***** @ Vile Parle, Mumbai - 1.2 km to center 1.1 km from Vile Parle Railway Station + 2.9 km from Juhu Beach Booked 55 times today @ Agoda Preferred Sold out on your dates! 8.0 Excellent 4,826 reviews 8.8 Location score @ MEGA SALE Per night after taxes and fees 38,992 -68% Rs. 12,567 + FREE CANCELLATION",,
hotel_20.png,data\raw\agoda\hotel_20.png,agoda,Real,,"@) = Filters (1) Sortby v Price Vv Location V Hot deals Hotels Rating: 8.0+ Near city centre Breakfast included Free cancellation X > Crivago Destination x Check-in/out Guests and rooms Map area 7 May - 21 May 2 Guests, 1 Room How payments to us affect ranking @) We found 296 hotels from 180 sites €B Excellent (8,808 ratings) v Free cancellation before 5 May 27,237 9,208 Q 3.8 km to City centre 31,01,316 total w Deal > *~ Multi-cuisine restaurant, Cinnamon, India's first SMART hotel %5,240 Agoda 7,003 Booking.com Preferred Hotels 2 Resort % Book direct with hotel © very good (8,181 ratings) Vv Free cancellation before 5 May v Breakfast included ) yy 9 Navi Mumbai, 13.8 km to Mumbai N | 4 ‘ SX Location data from OpenStreetMaps % Direct to Aksa Beach, Outd 39,561a € AG! Irece access 10 ssa Beach, OUICOOr ' w Deal > Cogs €B MapData 20kmL.__4 Terms Report amap error pool with poolside bar 31,33,850 total",,
hotel_21.png,data\raw\agoda\hotel_21.png,agoda,Real,,"/ Destination Check-in/out Crivago x Guests and rooms Map area 7 May - 21 May 2 Guests, 1 Room @) Free cancellation * > = Filters (1) Sortby v Price Vv Location V Hot deals Hotels Rating: 8.0+ Near city centre Breakfast included We found 296 hotels from 180 sites How payments to us affect ranking @) Hotel Suba International **** Expedia © Excellent (8,808 ratings) v Free cancellation before 5 May 9 3.8km to City centre 27,237 29,208 %1,01,316 total ww Deal > *~ Multi-cuisine restaurant, Cinnamon, India's first SMART hotel %5,240 Agoda 7,003 Booking.com The Resort ***** Loyalty deal. Preferred Hotels & Book direct with hotel © very good (8,181 ratings) Vv Free cancellation before 5 May v Breakfast included 9 Navi Mumbai, 13.8 km to Mumbai ] ~ Location data from OpenStreetMaps E I Google EB MapData 20kmL—____1_ Terms_ Report a map error _ =a eran",,
hotel_22.png,data\raw\agoda\hotel_22.png,agoda,Real,,"Where to: vates” traveners: eee, ~ De Q Mumbai, Maharashtra, India | 8 Thu 7 May - Thu 21 May © 2travellers, 1 room Member Prices 200+ properties rovcwroncrervois (sin QE Continue with your booking > Feedback Guest Inn Residency View in a map Mumbai 32% off Compare properties 348-495 732,907 Get a side-by-side view of for 14 nights, 1 room up to 5 properties. Fully refundable 32,351 per night includes taxes & fees 5.6 47 reviews We have 1 left at this price Search by property name Select your room > .g. Marriott _Q 2g Mario The St. Regis Mumbai Mumbai 2 Pool Filter by Extended Stay at The Best Address Book for 3 nights & enjoy exclusive savings on food 2 havarana ena traatmante lamndry carvirac and Ct",,
hotel_23.png,data\raw\agoda\hotel_23.png,agoda,Real,,"Excellent 4.8 | (66 Ratings) +% 2,193 taxes & fees Per Night",,
hotel_24.png,data\raw\agoda\hotel_24.png,agoda,Real,,gB Inaugural Offer: Special discount of 417 applied. Valid for first 5 bookings of this property,,
hotel_25.png,data\raw\agoda\hotel_25.png,agoda,Real,,"CITY, AREA OR PROPERTY Goa, India __| 4Star __| Breakfast Included __| 3Star Price Per Night %0-%3500 = 3500 - = 7500 = 7500 - = 11500 = 11500 - = 15000 = 15000 - ¥ 30000 = 30000+ Your Budget Min to Max (70) (212) (120) (595) (343) (120) (51) (151) (92) CHECK-IN CHECK-OUT GUESTS Fri, 1 May 2026 Sat, 2 May 2026 2 Adults (80 Photos & Videos > ) (29 Photos & Videos > ) | Entire 3-Bedroom Serviced Apartment Couple Friendly v Book with 0 Payment v Free Cancellation till 24 hrs before check in +, Stunning beach access, spacious apartments, delightful homemade breakfast offered. ElsponsoreD Wc STARHOST Etereo Stays Luxury Apartments in Baga RL Likea4e ? Arpora | 2.6 km drive to Baga Beach | Entire 1-Bedroom Serviced Apartment Couple Friendly v Book with 0 Payment v Free Cancellation @) SEARC! Limited Time Offer =46;860 7,511 +2% 2,193 taxes & fees Per Night Excellent (44 Ratings) Limited Time Offer 25399 -9. 7Q2 Ask me anything! i A",,
hotel_26.png,data\raw\agoda\hotel_26.png,agoda,Real,,Limited Time Sale,,
hotel_27.png,data\raw\agoda\hotel_27.png,agoda,Real,,oe Explore the benefits before making your final decision! Secure your trip and travel worry-free,,
hotel_28.png,data\raw\agoda\hotel_28.png,agoda,Real,,ACT FAST! SINGLE UNITThis stay usually gets booked weeks in advance. Book now before it’s gone.,,
hotel_29.png,data\raw\agoda\hotel_29.png,agoda,Real,,"Early Bird Deal a4 H44 £9,666",,
hotel_3.png,data\raw\agoda\hotel_3.png,agoda,Real,,"Looking for something special? Great for Groups #4 Great for Families & Workation Friendly Sahara Star Hotel ***** @ Vile Parle, Mumbai - 1.2 km to center 1.1 km from Vile Parle Railway Station + 2.9 km from Juhu Beach Pets Allowed Near popular attractions Booked 55 times today oO Colaba Causeway (65) ® Agoda Preferred oO Gateway of India (55) oO Nariman Point (41) oO Mani Bhavan Gandhi Museum (33) [] Chhatrapati Shivaji Terminus (31) Aralia A Business Hotel Andheri MIDC x** @ Andheri East, Mumbai - 0.1 km to center 1.2 km from Chakala - J.B. Nagar Booked 23 times today @ Agoda Preferred oO Juhu Beach (25) (J sri Sri Radha Gopinath Temple (17) oO Marine Drive (16) Sold out on your dates! 8.0 Excellent 4,826 reviews 8.8 Location score @ MEGA SALE Per night after taxes and fees 38,992 -68% Rs. 12,567 + FREE CANCELLATION 7.9 Very good 1,579 reviews ‘Be Rs. 1,376 applied Per night after taxes and fees »",,
hotel_30.png,data\raw\agoda\hotel_30.png,agoda,Real,,"Early Bird Deal 46675 € 10,995",,
hotel_31.png,data\raw\agoda\hotel_31.png,agoda,Real,,B Inaugural Offer: Special discount of 279 applied. Valid for first 5 bookings of this property,,
hotel_32.png,data\raw\agoda\hotel_32.png,agoda,Real,,"CITY, AREA OR PROPERTY Goa, India EXPLORE ON MAP Q is) Applied Filters CLEAR | Early Bird Deals | Suggested For You Early Bird Deals (J 5 Star (14) (J 4star (28) ia Breakfast Included (60) (| 3Star (18) CHECK-IN Fri, 1 May 2026 CHECK-OUT GUESTS Sat, 2 May 2026 2 Adults (S) Villa 5 3BHK Villa With Private Pool Nerul | 2.9 km drive to Candolim Beach | Entire 3-Bedroom Villa SEARCH Limited Time Offer v Free Cancellation z 4,621 Book with 20 Payment +2656 taxes & fees Per Night (13 Photos & Videos > ) New to MakeMyTrip (65 Photos & Videos > ) StayVista at Mai Ludvina Assagao | 5.8 km drive to Vagator Beach | Entire 3-Bedroom Villa Couple Friendly v Book with 0 Payment v Free Cancellation Early Bird Deal 328485 FON 965 Ask me anything! i",,
hotel_33.png,data\raw\agoda\hotel_33.png,agoda,Real,,gB Inaugural Offer: Special discount of 3000 applied. Valid for first 10 bookings of this property,,
hotel_34.png,data\raw\agoda\hotel_34.png,agoda,Real,,Limited Time Sale Special discount available on this property. Book by 21st April to save BIG!,,
hotel_35.png,data\raw\agoda\hotel_35.png,agoda,Real,,Congratulations! Exclusive Discount of INR 5643 Applied on your first booking SELECT TO AVAIL,,
hotel_36.png,data\raw\agoda\hotel_36.png,agoda,Real,,Q@ Free cancellation till 1 hr of departure,,
hotel_4.png,data\raw\agoda\hotel_4.png,agoda,Real,,"Your budget (per night) (On ©) MIN MAX Rs. Op Rs. 1,46,690 Popular filters for Mumbai oO Refrigerator (J Bathtub oO Balcony/terrace oO Smoking area (J) Famity/chitd friendly oO Restaurants (J Front desk [24-hour] oO Book without credit card Ramee Guestline Hotel Junu, Mumbai **** @ Juhu Beach, Mumbai - 3.5 km to center 894 m from J V P D Bus Station » 213 m from Juhu Beach @ Coupon Code WEEKENDSALE applied - Rs. 637 off! Sai Palace Hotel *** @ Andheri East, Mumbai - City center 385 m from Western Express Highway + 3.9 km from Juhu Beach f.2 Very gooa 1,908 reviews ONLY 5 LEFT @. ‘Bt Rs. 637 applied Per night after taxes and fees 20,922 -c9% Rs. 6,502 8.5 Excellent 993 reviews 8.9 Location score Sold out on your dates! A",,
hotel_5.png,data\raw\agoda\hotel_5.png,agoda,Real,,"Your budget (per night) vunu beacn Booked 25 times today MAX -{Rs. 1,46,690 Popular filters for Mumbai OOO000000 Avion Hotel **4 @ Vile Parle, Mumbai - 1.3 km to center 920 m from Vile Parle Railway Station + 2.7 km from Juhu Beach Refrigerator Bathtub Balcony/terrace Smoking area @ Coupon Code WEEKENDSALE applied - Rs. 497 off! Family/child friendly Restaurants Milan International Hotel **4 @ Vile Parle, Mumbai - 2.8 km to center Front desk [24-hour] 745 m from Santacruz + 1.4 km from Juhu Beach Booked 14 times today Book without credit card Boosted Per night after taxes and fees 18,935 -60% Rs. 7,560 + FREE CANCELLATION 6.8 Good 697 reviews 8.4 Location score Rs. 497 applied Per night after taxes and fees 16,266 -71% Rs. 4,750 + FREE CANCELLATION 6.4 Good 1,325 reviews (1) ‘BE Rs. 495 applied Per night after taxes and fees Pf AMRF —-na; A",,
hotel_6.png,data\raw\agoda\hotel_6.png,agoda,Real,,"motel supreme VOMIOrts - eee Your budget (per night) Mumbai Airport *** 160 reviews O-—_———— @ Andheri East, Mumbai - City center 8.1 Location score 1.0 km from Western Express Highway + 3.6 km from MIN MAX > eo, Rs. 640 applied Rs. 0}----- Rs. 1,46,690 Per night after taxes and fees 8,827 -57% Popular filters for Mumbai Rs. 3,760 @ Coupon Code WEEKENDSALE applied - Rs. 640 off! + FREE CANCELLATION oO Refrigerator oO Bathtub @g Spring Season Limited time offer oO Balcony/terrace Gulf Hotel Colaba *** 6.7 Good South Mumbai, Mumbai - 20.6 km to center 1,009 reviews 1.9 km from Churchgate Railway Station - 567 m from Gateway of India + 1.1 km from Nariman Point ONLY 3 LEFT Booked 19 times today eo, Rs. 327 lied 's. 327 applies oO Smoking area (J) Famity/chitd friendly Per night after taxes and fees 5,909 -21% rs. 4,681 A @ Coupon Code WEEKENDSALE applied - Rs. 327 off! + FREE CANCELLATION 7.0 Very good a ) oO Restaurants (J Front desk [24-hour] oO Book without credit card Ramee Guestline Hotel Khar",,
hotel_7.png,data\raw\agoda\hotel_7.png,agoda,Real,,"; ; 4 May 2026 2 May 2026 Q. Jyoti Dwelling Hotel Friday | 3 Saturday Overview Rooms — 116 See photos Deluxe 20 m7/215 ft? + Max 2adults 1 double bed & City view © Private bathroom (® Shower & Wi-Fi [free] ® Air conditioning & Coffee/tea maker & Refrigerator j Quick Answers Email property Trip recommendations Location > Facil Reviews v raising v Free WiFi @ AGODA_SPONSORED - 2 465 off! See details Rewards & discounts ¥% Spring Season : 2 765 off! a 1 adult Room capacity exceeded @ ¥Y Non-refundable (Low price!) @ Y Book and pay now v Free fitness center access Y Parking v Free WiFi @ AGODA_SPONSORED - 2 261 off! See details Rewards & discounts aR 2 adults 1 room won Rs. 4,756 Back to Top per night with taxes Z48.207 -75% aK Rs. 260 applied 24,551 per night with taxes ifonly takes ""2 minutes Limited availability 1room Vv it only takes 2 minutes Limited availability",,
hotel_9.png,data\raw\agoda\hotel_9.png,agoda,Real,,"This price is guaranteed for... (0) 00:19:22 @ Parking le Great choice on price — this is the lowest rate at Jyoti Dwelling Hotel. @ We have limited availability at this price - book now! NEXT: FINAL STEP You won't be charged yet. @ Auto-applied coupon @ WEEKENDSALE Coupon applied Rs. 464.58 off We price match. Find it for less, and we'll match it! @ You saved Rs. 464.58 on this booking! 75% OFF TODAY Original price (1 room x 1 night) Rs. 19,626.20 Our price Rs_5,22T-13 WEEKENDSALE Coupon applied -Rs. 464.58 Bookina fees FREE",,
airbnb_0.png,data\raw\airbnb\airbnb_0.png,airbnb,Real,,Lakefront Cabin 5 by Tranquil Stays © Prcesinckde al fees ¥1B.125 for rights Syearshosting | nn azr2006 72572006 Fury fends welcome Sguests Bring your pts along for thestay. ag] _______J Freocneelstontlere Ae ty ones a CSD —— Fe Report thisting Come stay at our Lakefront cozy cabin located on the banks of Pawna Dam. The cabins relocated in the most serene spot of Pawna Dam with the direct view of water from the front facade. Perfect for couples looking for tranquilocations.. The space: We have a total of 5 cabins placed next to each ather. The cabins are placedin sucha ‘manner that all of them get a view of the Dam.,,
airbnb_10.png,data\raw\airbnb\airbnb_10.png,airbnb,Real,,"S Confirm and pay Proceed to payment You'll be directed to Razorpay to complete payment. By selecting the button, l agree to the booking terms. Continue to /Razorpay ® Cottage in Alibaug - Breeze Cottage 2 4 483(23) 43 Guest favourite Free cancellation Cancel before 21 April for a full refund. Full policy. Dates Change 22-25 Apr 2026 Guests Change 3adults Price details 3nights x 25,9151 177453 Taxes 27775 Total INR 18,5228 Price breakdown",,
airbnb_11.png,data\raw\airbnb\airbnb_11.png,airbnb,Real,,"Qairbnb @ Anywhere — Anyweek Add guests 8 What you'll do After years reporting from stadium tunnels and press rooms, I've learned that matchday's electric VIP access to a LALIGA match with Isabel Forner Go behind the scenes at Mendizorroze Stadium with the renowned commentator. See the teams warm up from the sidelines, check out media-only areas, and watch a LALIGA EA Sports match from a VIP suite. Vitoria-Gasteiz - Performances ao 9 Hosted by Isabel Sports journalist and LALIGA expert Mendizorroza Stadium Vitoria-Gasteiz, Basque Country @ Official LALIGA experience Created to bring you closer to LALIGA Coming 30 Apr Become ahost",,
airbnb_12.png,data\raw\airbnb\airbnb_12.png,airbnb,Real,,"Qairbnb @ Anywhere — Anyweek Add guests 8 Becomeahost @ = Kayaking experience on the Chapora river. Join me for a kayaking adventure in the clean, idylic backwaters of the Chapora river. $498 - 220 reviews Revora - Water sports ao 9 Hosted by SoulCandy Tours Goa Local experienced kayaker (revora church) Revora, Goa What you'll do From 22,500 / guest Show dates",,
airbnb_13.png,data\raw\airbnb\airbnb_13.png,airbnb,Real,,"* 4.98 - 230 reviews Marcel ‘Watford, United kings corey Rupesh was extremely knowledgeable, friendly, ‘and responsible. He knows a lot about Goan history ‘and about the local fora & fauna, We basically floated about 5km downstream, on the Chapora River, and then kayaked back up to the starting... ‘Show more ‘Adharsh Sunnyvale, CA dette Fo vary Kayaking was truly the highlight of our Goa trip! Rupesh shared in-depth history about the river and the surrounding landin such an engaging way, we were completely captivated, We also learned lot ‘about the various birds around us, which made th... ‘Show more ‘Sumeet Berlin, Germany dette aowary 2026 ‘One of the best experiences overall. Location, kayaking, vibes, food were all perfect @ Anynere —Anyweek —Addquests 7, United King trite February 2026 Wow, that was so much more than a kayak tripll Lots of history, food, culture and wildlife all rolled in. Rupesh was super attentive, proactive and generous throughout which made it an amazing experience, not just an activity. One of the best... Show more GA Chloe Bristol, United King trite February 2026 Kayaking with Rupesh was the highlight of our time inGoa, The stretch of river we were on was Peaceful and we saw lots of wildlife, even though it was not early in the morning. Rupesh was a biliant guide, friendly and knowledgeable of the local.. Show more Somya Dharamshala, nia dette Janwary First of al, location was really beautiful. have been ‘to Goa for so many times before, but this experience was something really different. Specially | would recommend taking the early ‘morning slot for the kayaking. As there are lot of... Show more Show all reviews From 22,500 / guest Free cancellation Tomorrow, 16 April 748-9:30am Tomorrow, 16 April 720-9:45am Tomorrow, 16 April 75pm Friday, 17 April 748-2:30am Friday, 17 April 730-9:5am Show all dates Show dates 1S spots available 1S spots available 1S spots available 1S spots available 1S spots available Become ahost ®",,
airbnb_14.png,data\raw\airbnb\airbnb_14.png,airbnb,Real,,"ExperiencesinMumbai 21-22 Apr 3 guests Becomeahost @ = Originals Type» = Timeofday v8 Filters Mumbai Street Food and Local Mumbai Morning Markets: Flowers, Fish, Explore iconic sights Of Mumbai in Explore Mumbai's night life in an Explore Dharavi's hidden gems Explore Mumbai heritage Market Tour and More Four Hours Aircon Car 2hours-21and22 Apr land 22 Apr ""1 and 22. urs: land 22 Apr From 1,000 / guest 4: om 21,250 / quest -# 4.98.64 reviews From 31750 / guest # 494.68 reviews 13500 / quest 499-192 eviews om #356222978 / quest # 50-108 reviews Local culture andhistory > > Dharavi Slum Tour with Optional Dhobi Explore the Ancient Elephanta Caves Mumbai Sightseeing & Elephanta Caves Explore Mumbai Night Tour with Car Stroll through Mumbai's colonial past, Bandra Heritage Walk Guided Tour ghat Laundry Allinctusive Guided Tour & Guide 25hou 22Ap¢ 2Shours-21 and 22 Apr 2hours-21and22 Apr hours: 21 and 22 ‘hours -21 and 22 Apr From: From 3900 / quest om 3750 / quest -# 4.96 762 reviews jews m 88580-37650 / quest From #529935,400, © 2026 Airbnb, Inc. - Privacy - Terms - Company details @ English(IN) & INR Support &resources V",,
airbnb_15.png,data\raw\airbnb\airbnb_15.png,airbnb,Real,,"id ; + Mumbai's flavors at Aachen GUEESY ical train and taxi to iconic spots, savor snacks, non-vegetarian specialties, and Mumbai - Food tours edby ver Mumbai through its flavors by Ticket window 000 / quest bai, Maharashtra 000 / quest 000 / vest Show dates reseancélaton Become a host",,
airbnb_16.png,data\raw\airbnb\airbnb_16.png,airbnb,Real,,"S Confirm and pay Book for just your group Make it private for free Qa Just you and your group will attend this experience. Learn more Proceed to payment You'll be directed to Razorpay to complete payment. By selecting the button, lagree to the booking terms and release and waiver. View Privacy Policy. Continue to /Razorpay Taste Mumbai's flavors at sunset Free cancellation Cancel before 20 Apr, 5:30pm (IST) for a full refund Date Tuesday, 21 Apr 2026 5:30pm -7:45pm Guests Change Sadults Price details 23,000 x 3 adults 29,000 Enter a coupon Total INR 29,000",,
